Latitude,Longitude,Date/Time,Year,Month,Day,Data Quality,Max Temp (°C),Max Temp Flag,Min Temp (°C),Min Temp Flag,Mean Temp (°C),Mean Temp Flag,Heat Deg Days (°C),Heat Deg Days Flag,Cool Deg Days (°C),Cool Deg Days Flag,Total Rain (mm),Total Rain Flag,Total Snow (cm),Total Snow Flag,Total Precip (mm),Total Precip Flag,Snow on Grnd (cm),Snow on Grnd Flag,Dir of Max Gust (10s deg),Dir of Max Gust Flag,Spd of Max Gust (km/h),Spd of Max Gust Flag
43.78,-79.47,2001-01-22,2001,1,22,,-1.5,,-5.5,,-3.5,,21.5,,0,,0,,0,T,0,T,15,,,,,
43.78,-79.47,2001-01-23,2001,1,23,,1,,-3.5,,-1.3,,19.3,,0,,0,T,0,,0,T,15,,,,,
43.78,-79.47,2001-01-24,2001,1,24,,1,,-2,,-0.5,,18.5,,0,,0,,0,T,0,T,14,,,,,
43.78,-79.47,2001-01-25,2001,1,25,,-3.5,,-12.5,,-8,,26,,0,,0,,0,T,0,T,14,,,,,
43.78,-79.47,2001-01-26,2001,1,26,,-1,,-8.5,,-4.8,,22.8,,0,,0,,4.4,,4,,14,,,,,
43.78,-79.47,2001-01-27,2001,1,27,,-0.5,,-4,,-2.3,,20.3,,0,,0,,0.4,,0.2,,18,,,,,
43.78,-79.47,2001-01-28,2001,1,28,,-1,,-6,,-3.5,,21.5,,0,,0,,0,T,0,T,18,,,,,
43.78,-79.47,2001-01-29,2001,1,29,,1,,-8.5,,-3.8,,21.8,,0,,6.2,,0,,6.2,,17,,,,,
43.78,-79.47,2001-01-30,2001,1,30,,2.5,,-1,,0.8,,17.2,,0,,6.2,,2.4,,10,,16,,,,,
43.78,-79.47,2001-01-31,2001,1,31,,3,,0,,1.5,,16.5,,0,,1.4,,0.8,,2.6,,15,,,,,
43.78,-79.47,2001-02-01,2001,2,1,,2.5,,-3,,-0.3,,18.3,,0,,0,,2.8,,2.8,,15,,,,,
43.78,-79.47,2001-02-02,2001,2,2,,-0.5,,-7,,-3.8,,21.8,,0,,0,,1.2,,1.2,,18,,,,,
43.78,-79.47,2001-02-03,2001,2,3,,-3,,-16.5,,-9.8,,27.8,,0,,0,,0,T,0,T,18,,,,,
43.78,-79.47,2001-02-04,2001,2,4,,1.5,,-9.5,,-4,,22,,0,,1.6,,2.2,,3.8,,18,,,,,
43.78,-79.47,2001-02-05,2001,2,5,,2,,-0.5,,0.8,,17.2,,0,,0.2,,0,T,0.2,,17,,,,,
43.78,-79.47,2001-02-06,2001,2,6,,1.5,,-1,,0.3,,17.7,,0,,0,,1.4,,1.4,,16,,,,,
43.78,-79.47,2001-02-07,2001,2,7,,2.5,,-2.5,,0,,18,,0,,0,,8.8,,8.8,,16,,,,,
43.78,-79.47,2001-02-08,2001,2,8,,0.5,,-3,,-1.3,,19.3,,0,,10.2,,18.4,,28.6,,25,,,,,
43.78,-79.47,2001-02-09,2001,2,9,,9.5,,-1,,4.3,,13.7,,0,,13.4,,0,,13.4,,29,,,,,
43.78,-79.47,2001-02-10,2001,2,10,,-4,,-7.5,,-5.8,,23.8,,0,,0,,0,T,0,T,12,,,,,
43.78,-79.47,2001-02-11,2001,2,11,,-8,,-15,,-11.5,,29.5,,0,,0,,0,,0,,12,,,,,
43.78,-79.47,2001-02-12,2001,2,12,,-1.5,,-14.5,,-8,,26,,0,,0,,0,,0,,11,,,,,
43.78,-79.47,2001-02-13,2001,2,13,,2.5,,-6,,-1.8,,19.8,,0,,0,T,0,,0,T,10,,,,,
43.78,-79.47,2001-02-14,2001,2,14,,2,,-1.5,,0.3,,17.7,,0,,2.2,,3.4,,5.6,,10,,,,,
43.78,-79.47,2001-02-15,2001,2,15,,-3.5,,-8,,-5.8,,23.8,,0,,0,,0,,0,,12,,,,,
43.78,-79.47,2001-02-16,2001,2,16,,0.5,,-10.5,,-5,,23,,0,,0,,0,T,0,T,12,,,,,
43.78,-79.47,2001-02-17,2001,2,17,,-7,,-10,,-8.5,,26.5,,0,,0,,1.2,,1.2,,12,,,,,
43.78,-79.47,2001-02-18,2001,2,18,,-4,,-11,,-7.5,,25.5,,0,,0,,0,T,0,T,13,,,,,
43.78,-79.47,2001-02-19,2001,2,19,,3.5,,-7,,-1.8,,19.8,,0,,0,,0,,0,,13,,,,,
43.78,-79.47,2001-02-20,2001,2,20,,4.5,,1,,2.8,,15.2,,0,,0,,0,T,0,T,12,,,,,
43.78,-79.47,2001-02-21,2001,2,21,,-8,,-10,,-9,,27,,0,,0,,0,T,0,T,11,,,,,
43.78,-79.47,2001-02-22,2001,2,22,,-3,,-14.5,,-8.8,,26.8,,0,,0,,1.8,,1.8,,11,,,,,
43.78,-79.47,2001-02-23,2001,2,23,,-1,,-7,,-4,,22,,0,,0,,0,T,0,T,13,,,,,
43.78,-79.47,2001-02-24,2001,2,24,,1,,-13,,-6,,24,,0,,11.6,,2,,13.6,,12,,,,,
43.78,-79.47,2001-02-25,2001,2,25,,13.5,,-4,,4.8,,13.2,,0,,0,T,0,T,0,T,11,,,,,
43.78,-79.47,2001-02-26,2001,2,26,,2,,-3,,-0.5,,18.5,,0,,0,,0,T,0,T,4,,,,,
43.78,-79.47,2001-02-27,2001,2,27,,-1,,-4,,-2.5,,20.5,,0,,0,,0.4,,0.4,,3,,,,,
43.78,-79.47,2001-02-28,2001,2,28,,-4,,-10,,-7,,25,,0,,0,,0,T,0,T,3,,,,,
43.78,-79.47,2001-03-01,2001,3,1,,-1,,-7.5,,-4.3,,22.3,,0,,0,,4.2,,4.2,,2,,,,,
43.78,-79.47,2001-03-02,2001,3,2,,-1,,-8,,-4.5,,22.5,,0,,0,,1.6,,1.6,,6,,,,,
43.78,-79.47,2001-03-03,2001,3,3,,0,,-6,,-3,,21,,0,,0,,0,,0,,5,,,,,
43.78,-79.47,2001-03-04,2001,3,4,,-2,,-7,,-4.5,,22.5,,0,,0,T,5.6,,5.6,,4,,,,,
43.78,-79.47,2001-03-05,2001,3,5,,-2.5,,-5,,-3.8,,21.8,,0,,0,,22.2,,22.2,,9,,,,,
43.78,-79.47,2001-03-06,2001,3,6,,0.5,,-5.5,,-2.5,,20.5,,0,,0,,0.4,,0.4,,28,,,,,
43.78,-79.47,2001-03-07,2001,3,7,,4,,-8,,-2,,20,,0,,0,,0,T,0,T,21,,,,,
43.78,-79.47,2001-03-08,2001,3,8,,2.5,,-2,,0.3,,17.7,,0,,0,,0.4,,0.4,,12,,,,,
43.78,-79.47,2001-03-09,2001,3,9,,4.5,,-6.5,,-1,,19,,0,,0,,0.4,,0.4,,10,,,,,
43.78,-79.47,2001-03-10,2001,3,10,,1,,-7,,-3,,21,,0,,0,T,1,,1,,10,,,,,
43.78,-79.47,2001-03-11,2001,3,11,,1.5,,-2,,-0.3,,18.3,,0,,0,,0.4,,0.4,,10,,,,,
43.78,-79.47,2001-03-12,2001,3,12,,1.5,,-12,,-5.3,,23.3,,0,,3.2,,1,,4.2,,10,,,,,
43.78,-79.47,2001-03-13,2001,3,13,,4,,-4,,0,,18,,0,,6.6,,0,T,6.6,,10,,,,,
43.78,-79.47,2001-03-14,2001,3,14,,3.5,,-1,,1.3,,16.7,,0,,0,,0,T,0,T,8,,,,,
43.78,-79.47,2001-03-15,2001,3,15,,7.5,,-2.5,,2.5,,15.5,,0,,0,,0,,0,,6,,,,,
43.78,-79.47,2001-03-16,2001,3,16,,0.5,,-4,,-1.8,,19.8,,0,,0,,0,,0,,4,,,,,
43.78,-79.47,2001-03-17,2001,3,17,,0,,-4,,-2,,20,,0,,0,,0.4,,0.4,,3,,,,,
43.78,-79.47,2001-03-18,2001,3,18,,6,,-5,,0.5,,17.5,,0,,0,,0,,0,,3,,,,,
43.78,-79.47,2001-03-19,2001,3,19,,9.5,,-5,,2.3,,15.7,,0,,0,,0,,0,,2,,,,,
43.78,-79.47,2001-03-20,2001,3,20,,7,,-5,,1,,17,,0,,0,,0,,0,,0,T,,,,
43.78,-79.47,2001-03-21,2001,3,21,,6.5,,-1.5,,2.5,,15.5,,0,,0.4,,0,,0.4,,0,T,,,,
43.78,-79.47,2001-03-22,2001,3,22,,11,,0,,5.5,,12.5,,0,,0,,0,,0,,0,T,,,,
43.78,-79.47,2001-03-23,2001,3,23,,10.5,,-2,,4.3,,13.7,,0,,0,,0,T,0,T,0,,,,,
43.78,-79.47,2001-03-24,2001,3,24,,2,,-2,,0,,18,,0,,0,,0.4,,0.4,,0,T,,,,
43.78,-79.47,2001-03-25,2001,3,25,,-1.5,,-7.5,,-4.5,,22.5,,0,,0,,0,T,0,T,0,T,,,,
43.78,-79.47,2001-03-26,2001,3,26,,-0.5,,-9.5,,-5,,23,,0,,0,,0,T,0,T,0,,,,,
43.78,-79.47,2001-03-27,2001,3,27,,1,,-6.5,,-2.8,,20.8,,0,,0,,0,T,0,T,0,,,,,
43.78,-79.47,2001-03-28,2001,3,28,,6.5,,-2,,2.3,,15.7,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-03-29,2001,3,29,,7.5,,-2.5,,2.5,,15.5,,0,,0,,0,T,0,T,0,,,,,
43.78,-79.47,2001-03-30,2001,3,30,,6,,0.5,,3.3,,14.7,,0,,0,T,0,T,0,T,0,,,,,
43.78,-79.47,2001-03-31,2001,3,31,,4.5,,2,,3.3,,14.7,,0,,0,,0,T,0,T,0,,,,,
43.78,-79.47,2001-04-01,2001,4,1,,2.5,,0,,1.3,,16.7,,0,,0.2,,0,T,0.2,,0,,,,,
43.78,-79.47,2001-04-02,2001,4,2,,6,,0,,3,,15,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-04-03,2001,4,3,,10.5,,-3.5,,3.5,,14.5,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-04-04,2001,4,4,,14,,0,,7,,11,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-04-05,2001,4,5,,14,,-2,,6,,12,,0,,0,T,0,,0,T,0,,,,,
43.78,-79.47,2001-04-06,2001,4,6,,6.5,,3.5,,5,,13,,0,,11.4,,0,,11.4,,0,,,,,
43.78,-79.47,2001-04-07,2001,4,7,,8.5,,1.5,,5,,13,,0,,5,,0,,5,,0,,,,,
43.78,-79.47,2001-04-08,2001,4,8,,24,,3.5,,13.8,,4.2,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-04-09,2001,4,9,,7.5,,1.5,,4.5,,13.5,,0,,4.6,,0,,4.6,,0,,,,,
43.78,-79.47,2001-04-10,2001,4,10,,10.5,,0,,5.3,,12.7,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-04-11,2001,4,11,,13,,3,,8,,10,,0,,4.8,,0,,4.8,,0,,,,,
43.78,-79.47,2001-04-12,2001,4,12,,25.5,,8,,16.8,,1.2,,0,,2.6,,0,,2.6,,0,,,,,
43.78,-79.47,2001-04-13,2001,4,13,,13,,7,,10,,8,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-04-14,2001,4,14,,14.5,,-2.5,,6,,12,,0,,2.6,,0,,2.6,,0,,,,,
43.78,-79.47,2001-04-15,2001,4,15,,11.5,,1.5,,6.5,,11.5,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-04-16,2001,4,16,,13,,3.5,,8.3,,9.7,,0,,0,T,0,,0,T,0,,,,,
43.78,-79.47,2001-04-17,2001,4,17,,9.5,,2,,5.8,,12.2,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-04-18,2001,4,18,,5,,-2.5,,1.3,,16.7,,0,,0,,0,T,0,T,0,,,,,
43.78,-79.47,2001-04-19,2001,4,19,,11,,-5.5,,2.8,,15.2,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-04-20,2001,4,20,,12.5,,-2,,5.3,,12.7,,0,,1.2,,0,,1.2,,0,,,,,
43.78,-79.47,2001-04-21,2001,4,21,,18,,7,,12.5,,5.5,,0,,5.2,,0,,5.2,,0,,,,,
43.78,-79.47,2001-04-22,2001,4,22,,20,,10.5,,15.3,,2.7,,0,,0.2,,0,,0.2,,0,,,,,
43.78,-79.47,2001-04-23,2001,4,23,,26.5,,11,,18.8,,0,,0.8,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-04-24,2001,4,24,,11.5,,6.5,,9,,9,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-04-25,2001,4,25,,14,,-2,,6,,12,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-04-26,2001,4,26,,17,,2.5,,9.8,,8.2,,0,,5,,0,,5,,0,,,,,
43.78,-79.47,2001-04-27,2001,4,27,,15.5,,5.5,,10.5,,7.5,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-04-28,2001,4,28,,12.5,,-2,,5.3,,12.7,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-04-29,2001,4,29,,15.5,,-1,,7.3,,10.7,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-04-30,2001,4,30,,23.5,,5.5,,14.5,,3.5,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-05-01,2001,5,1,,27.5,,6,,16.8,,1.2,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-05-02,2001,5,2,,29.5,,11,,20.3,,0,,2.3,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-05-03,2001,5,3,,30.5,,14,,22.3,,0,,4.3,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-05-04,2001,5,4,,27.5,,12.5,,20,,0,,2,,3,,0,,3,,0,,,,,
43.78,-79.47,2001-05-05,2001,5,5,,19,,9,,14,,4,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-05-06,2001,5,6,,16,,3,,9.5,,8.5,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-05-07,2001,5,7,,19.5,,4.5,,12,,6,,0,,0.4,,0,,0.4,,0,,,,,
43.78,-79.47,2001-05-08,2001,5,8,,14.5,,11,,12.8,,5.2,,0,,10.8,,0,,10.8,,0,,,,,
43.78,-79.47,2001-05-09,2001,5,9,,24.5,,7.5,,16,,2,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-05-10,2001,5,10,,25,,9,,17,,1,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-05-11,2001,5,11,,22.5,,11,,16.8,,1.2,,0,,0.2,,0,,0.2,,0,,,,,
43.78,-79.47,2001-05-12,2001,5,12,,14.5,,9,,11.8,,6.2,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-05-13,2001,5,13,,16,,2.5,E,9.3,E,8.7,E,0,E,0.4,,0,,0.4,,0,,,,,
43.78,-79.47,2001-05-14,2001,5,14,,18.5,,3.5,,11,,7,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-05-15,2001,5,15,,19.5,,3.5,,11.5,,6.5,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-05-16,2001,5,16,,19,,3.5,,11.3,,6.7,,0,,0,T,0,,0,T,0,,,,,
43.78,-79.47,2001-05-17,2001,5,17,,16,,10.5,,13.3,,4.7,,0,,1.4,,0,,1.4,,0,,,,,
43.78,-79.47,2001-05-18,2001,5,18,,24,,11.5,,17.8,,0.2,,0,,1.8,,0,,1.8,,0,,,,,
43.78,-79.47,2001-05-19,2001,5,19,,23.5,,8,,15.8,,2.2,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-05-20,2001,5,20,,20.5,,8.5,,14.5,,3.5,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-05-21,2001,5,21,,16.5,,10.5,,13.5,,4.5,,0,,21,,0,,21,,0,,,,,
43.78,-79.47,2001-05-22,2001,5,22,,18.5,,11,,14.8,,3.2,,0,,38.6,,0,,38.6,,0,,,,,
43.78,-79.47,2001-05-23,2001,5,23,,19.5,,9,,14.3,,3.7,,0,,0,T,0,,0,T,0,,,,,
43.78,-79.47,2001-05-24,2001,5,24,,21,,7.5,,14.3,,3.7,,0,,0.4,,0,,0.4,,0,,,,,
43.78,-79.47,2001-05-25,2001,5,25,,17.5,,11,,14.3,,3.7,,0,,9.6,,0,,9.6,,0,,,,,
43.78,-79.47,2001-05-26,2001,5,26,,19.5,,10,,14.8,,3.2,,0,,0.6,,0,,0.6,,0,,,,,
43.78,-79.47,2001-05-27,2001,5,27,,17.5,,9.5,,13.5,,4.5,,0,,21.6,,0,,21.6,,0,,,,,
43.78,-79.47,2001-05-28,2001,5,28,,16.5,,10,,13.3,,4.7,,0,,1.2,,0,,1.2,,0,,,,,
43.78,-79.47,2001-05-29,2001,5,29,,15.5,,9,,12.3,,5.7,,0,,0.2,,0,,0.2,,0,,,,,
43.78,-79.47,2001-05-30,2001,5,30,,15.5,,4.5,,10,,8,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-05-31,2001,5,31,,20.5,,4.5,,12.5,,5.5,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-06-01,2001,6,1,,13,,4.5,,8.8,,9.2,,0,,7.6,,0,,7.6,,0,,,,,
43.78,-79.47,2001-06-02,2001,6,2,,17.5,,9.5,E,13.5,E,4.5,E,0,E,12.4,,0,,12.4,,0,,,,,
43.78,-79.47,2001-06-03,2001,6,3,,14.5,,10,,12.3,,5.7,,0,,3.6,,0,,3.6,,0,,,,,
43.78,-79.47,2001-06-04,2001,6,4,,17,,9,,13,,5,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-06-05,2001,6,5,,20.5,,8.5,,14.5,,3.5,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-06-06,2001,6,6,,23.5,,9.5,,16.5,,1.5,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-06-07,2001,6,7,,24.5,,9,,16.8,,1.2,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-06-08,2001,6,8,,25.5,,11,,18.3,,0,,0.3,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-06-09,2001,6,9,,25,,9.5,,17.3,,0.7,,0,,0.8,,0,,0.8,,0,,,,,
43.78,-79.47,2001-06-10,2001,6,10,,25.5,,12.5,,19,,0,,1,,18.4,,0,,18.4,,0,,,,,
43.78,-79.47,2001-06-11,2001,6,11,,24.5,,15.5,,20,,0,,2,,0.4,,0,,0.4,,0,,,,,
43.78,-79.47,2001-06-12,2001,6,12,,24.5,,11.5,,18,,0,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-06-13,2001,6,13,,28.5,,14,,21.3,,0,,3.3,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-06-14,2001,6,14,,31.5,,16,,23.8,,0,,5.8,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-06-15,2001,6,15,,30.5,,18,,24.3,,0,,6.3,,0.8,,0,,0.8,,0,,,,,
43.78,-79.47,2001-06-16,2001,6,16,,26.5,,18,,22.3,,0,,4.3,,1.8,,0,,1.8,,0,,,,,
43.78,-79.47,2001-06-17,2001,6,17,,26,,15,,20.5,,0,,2.5,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-06-18,2001,6,18,,23.5,,13,,18.3,,0,,0.3,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-06-19,2001,6,19,,33,,19,,26,,0,,8,,0,T,0,,0,T,0,,,,,
43.78,-79.47,2001-06-20,2001,6,20,,22,,15,,18.5,,0,,0.5,,0,T,0,,0,T,0,,,,,
43.78,-79.47,2001-06-21,2001,6,21,,22,,9.5,,15.8,,2.2,,0,,13.4,,0,,13.4,,0,,,,,
43.78,-79.47,2001-06-22,2001,6,22,,21.5,,16,,18.8,,0,,0.8,,0.4,,0,,0.4,,0,,,,,
43.78,-79.47,2001-06-23,2001,6,23,,23,,14,,18.5,,0,,0.5,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-06-24,2001,6,24,,26.5,,11,,18.8,,0,,0.8,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-06-25,2001,6,25,,28,,12,,20,,0,,2,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-06-26,2001,6,26,,29.5,,12.5,,21,,0,,3,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-06-27,2001,6,27,,31.5,,16.5,,24,,0,,6,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-06-28,2001,6,28,,31.5,,17,,24.3,,0,,6.3,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-06-29,2001,6,29,,32.5,,16,,24.3,,0,,6.3,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-06-30,2001,6,30,,32.5,,23,,27.8,,0,,9.8,,7.8,,0,,7.8,,0,,,,,
43.78,-79.47,2001-07-01,2001,7,1,,22.5,,15,,18.8,,0,,0.8,,7.8,,0,,7.8,,0,,,,,
43.78,-79.47,2001-07-02,2001,7,2,,20.5,,7.5,,14,,4,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-07-03,2001,7,3,,22,,14,,18,,0,,0,,0,T,0,,0,T,0,,,,,
43.78,-79.47,2001-07-04,2001,7,4,,25,,13.5,,19.3,,0,,1.3,,5.4,,0,,5.4,,0,,,,,
43.78,-79.47,2001-07-05,2001,7,5,,20.5,,9.5,,15,,3,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-07-06,2001,7,6,,23.5,,10,,16.8,,1.2,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-07-07,2001,7,7,,25,,15,,20,,0,,2,,1.6,,0,,1.6,,0,,,,,
43.78,-79.47,2001-07-08,2001,7,8,,29.5,,16.5,,23,,0,,5,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-07-09,2001,7,9,,31.5,,16,,23.8,,0,,5.8,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-07-10,2001,7,10,,28,,19,,23.5,,0,,5.5,,0,T,0,,0,T,0,,,,,
43.78,-79.47,2001-07-11,2001,7,11,,23,,14.5,,18.8,,0,,0.8,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-07-12,2001,7,12,,22.5,,13,,17.8,,0.2,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-07-13,2001,7,13,,24.5,,13.5,,19,,0,,1,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-07-14,2001,7,14,,25.5,,15,,20.3,,0,,2.3,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-07-15,2001,7,15,,28.5,,13,,20.8,,0,,2.8,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-07-16,2001,7,16,,24,,13.5,,18.8,,0,,0.8,,8.6,,0,,8.6,,0,,,,,
43.78,-79.47,2001-07-17,2001,7,17,,23,,17,,20,,0,,2,,0.6,,0,,0.6,,0,,,,,
43.78,-79.47,2001-07-18,2001,7,18,,26.5,,13,,19.8,,0,,1.8,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-07-19,2001,7,19,,26.5,,15,,20.8,,0,,2.8,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-07-20,2001,7,20,,30.5,,15.5,,23,,0,,5,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-07-21,2001,7,21,,30,,17,,23.5,,0,,5.5,,0.4,,0,,0.4,,0,,,,,
43.78,-79.47,2001-07-22,2001,7,22,,29,,17.5,,23.3,,0,,5.3,,10,,0,,10,,0,,,,,
43.78,-79.47,2001-07-23,2001,7,23,,32,,19.5,,25.8,,0,,7.8,,21.4,,0,,21.4,,0,,,,,
43.78,-79.47,2001-07-24,2001,7,24,,32,,22.5,,27.3,,0,,9.3,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-07-25,2001,7,25,,23,,16.5,,19.8,,0,,1.8,,0,T,0,,0,T,0,,,,,
43.78,-79.47,2001-07-26,2001,7,26,,23,,16.5,,19.8,,0,,1.8,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-07-27,2001,7,27,,22,,8,,15,,3,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-07-28,2001,7,28,,24.5,,10,,17.3,,0.7,,0,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-07-29,2001,7,29,,26,,16.5,,21.3,,0,,3.3,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-07-30,2001,7,30,,26,,14,,20,,0,,2,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-07-31,2001,7,31,,28.5,,15,,21.8,,0,,3.8,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-08-01,2001,8,1,,31.5,,13.5,,22.5,,0,,4.5,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-08-02,2001,8,2,,31.5,,18.5,,25,,0,,7,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-08-03,2001,8,3,,32.5,,18.5,,25.5,,0,,7.5,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-08-04,2001,8,4,,31,,18.5,,24.8,,0,,6.8,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-08-05,2001,8,5,,33,,15,,24,,0,,6,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-08-06,2001,8,6,,35.5,,16,,25.8,,0,,7.8,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-08-07,2001,8,7,,37,,25.5,,31.3,,0,,13.3,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-08-08,2001,8,8,,37.5,,19.5,,28.5,,0,,10.5,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-08-09,2001,8,9,,36.5,,23.5,,30,,0,,12,,0,T,0,,0,T,0,,,,,
43.78,-79.47,2001-08-10,2001,8,10,,29.5,,21.5,,25.5,,0,,7.5,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-08-11,2001,8,11,,27.5,,14,,20.8,,0,,2.8,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-08-12,2001,8,12,,28,,15.5,,21.8,,0,,3.8,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-08-13,2001,8,13,,28.5,,15,,21.8,,0,,3.8,,0,T,0,,0,T,0,,,,,
43.78,-79.47,2001-08-14,2001,8,14,,27.5,,16,,21.8,,0,,3.8,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-08-15,2001,8,15,,29,,10.5,,19.8,,0,,1.8,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-08-16,2001,8,16,,24.5,,17.5,,21,,0,,3,,7,,0,,7,,0,,,,,
43.78,-79.47,2001-08-17,2001,8,17,,25.5,,18.5,,22,,0,,4,,0,T,0,,0,T,0,,,,,
43.78,-79.47,2001-08-18,2001,8,18,,25.5,,16,,20.8,,0,,2.8,,1.4,,0,,1.4,,0,,,,,
43.78,-79.47,2001-08-19,2001,8,19,,20,,15.5,,17.8,,0.2,,0,,16.8,,0,,16.8,,0,,,,,
43.78,-79.47,2001-08-20,2001,8,20,,24,,17.5,,20.8,,0,,2.8,,8.2,,0,,8.2,,0,,,,,
43.78,-79.47,2001-08-21,2001,8,21,,27.5,,16.5,,22,,0,,4,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-08-22,2001,8,22,,28,,11,,19.5,,0,,1.5,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-08-23,2001,8,23,,28.5,,16,,22.3,,0,,4.3,,4.2,,0,,4.2,,0,,,,,
43.78,-79.47,2001-08-24,2001,8,24,,26,,15,,20.5,,0,,2.5,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-08-25,2001,8,25,,25.5,,11,,18.3,,0,,0.3,,0,,0,,0,,0,,,,,
43.78,-79.47,2001-08-26,2001,8,26,,28.5,,17.5,,23,,0,,5,,0.4,,0,,0.4,,0,,,,,
43.78,-79.47,2001-08-27,2001,8,27,,29,,14,,21.5,,0,,3.5,,1.6,,0,,1.6,,0,,,,,
43.78,-79.47,2001-08-28,2001,8,28,,27,,18,,22.5,,0,,4.5,,0,,0,,0,,0,,,,,
