"","year","month","Geohash","Count.Date","X8.Peak.Hr.Vehicle.Volume","X8.Peak.Hr.Pedestrian.Volume","sum_acc_count","AvgAcceleration","AvgMonthlyVolume","PercentOfVehicles","PercentCar","PercentMPV","PercentLDT","PercentMDT","PercentOther","SeverityScore","IncidentsTotal","temp_chg","snow","rain","lat","lng","lat_error","lng_error"
"3298",NA,NA,"dpz2m95",NA,NA,NA,NA,0.45775,199.5,0.16735,0.02435,0.2722,0.21255,0.06925,0.31805,NA,NA,NA,NA,NA,43.6438751220703,-79.5581817626953,0.0006866455078125,0.0006866455078125
"3299",NA,NA,"dpz2m96",2008-03-26,7316,183,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,43.6452484130859,-79.5595550537109,0.0006866455078125,0.0006866455078125
"3300",NA,NA,"dpz2m99",NA,NA,NA,NA,0.3284,4173,0.0657,0.038,0.2049,0.3029,0.0766,0.2471,0.0239,6,NA,NA,NA,43.6466217041016,-79.5609283447266,0.0006866455078125,0.0006866455078125
"3301",NA,NA,"dpz8f7w",NA,NA,NA,NA,0.3801,6835,0.0138,0.0424,0.2615,0.2649,0.058,0.238,NA,NA,NA,NA,NA,43.7454986572266,-79.3453216552734,0.0006866455078125,0.0006866455078125
"3302",NA,NA,"dpz2xvz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0086,3,NA,NA,NA,43.7139129638672,-79.4538116455078,0.0006866455078125,0.0006866455078125
"3303",NA,NA,"dpz2m9f",NA,NA,NA,NA,0.3742,2039,0.05,0.0256,0.301,0.2241,0.0488,0.2867,NA,NA,NA,NA,NA,43.6479949951172,-79.5595550537109,0.0006866455078125,0.0006866455078125
"3304",NA,NA,"dpz2m9m",NA,NA,NA,NA,0.5033,67,0.0896,0,0.2537,0.1493,0.0149,0.1343,NA,NA,NA,NA,NA,43.6452484130859,-79.5554351806641,0.0006866455078125,0.0006866455078125
"3305",NA,NA,"dpz2m9p",NA,NA,NA,NA,0.3203,126,0.0159,0.024,0.392,0.144,0.032,0.12,NA,NA,NA,NA,NA,43.6438751220703,-79.5526885986328,0.0006866455078125,0.0006866455078125
"3306",NA,NA,"dpz2m9v",NA,NA,NA,NA,0.3458,8065,0.0175,0.0532,0.1666,0.3431,0.0684,0.256,NA,NA,NA,NA,NA,43.6479949951172,-79.5554351806641,0.0006866455078125,0.0006866455078125
"3307",NA,NA,"dpz2mb0",NA,NA,NA,NA,0.317,351,0.1054,0.0201,0.2636,0.1576,0.0745,0.3065,NA,NA,NA,NA,NA,43.6383819580078,-79.5513153076172,0.0006866455078125,0.0006866455078125
"3308",NA,NA,"dpz2mb3",NA,NA,NA,NA,0.3304,45,0.0961,0,0.359,0.1024,0.0518,0.2388,NA,NA,NA,NA,NA,43.6397552490234,-79.5499420166016,0.0006866455078125,0.0006866455078125
"3309",NA,NA,"dpz2xwv",NA,NA,NA,NA,0.4108,40,0.275,0,0.9,0,0.025,0.025,NA,NA,NA,NA,NA,43.7194061279297,-79.4675445556641,0.0006866455078125,0.0006866455078125
"3310",NA,NA,"dpz2xwz",NA,NA,NA,NA,0.5888,60,0.5333,0,0.7,0.1167,0,0.1333,NA,NA,NA,NA,NA,43.7194061279297,-79.4647979736328,0.0006866455078125,0.0006866455078125
"3311",NA,NA,"dpz2mb6",NA,NA,NA,NA,0.442,316,0.1361,0.0128,0.2141,0.3355,0.0351,0.1501,NA,NA,NA,NA,NA,43.6397552490234,-79.5485687255859,0.0006866455078125,0.0006866455078125
"3312",NA,NA,"dpz2mb8",NA,NA,NA,NA,0.3068,104,0.2885,0,0.3942,0.1635,0.0288,0.125,NA,NA,NA,NA,NA,43.6411285400391,-79.5513153076172,0.0006866455078125,0.0006866455078125
"3313",NA,NA,"dpz2mbj",NA,NA,NA,NA,1.074,102,0.0882,0.0392,0.3137,0.1961,0.0686,0.1667,NA,NA,NA,NA,NA,43.6383819580078,-79.5444488525391,0.0006866455078125,0.0006866455078125
"3314",NA,NA,"dpz2mbm",2011-04-13,10416,124,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0157,3,NA,NA,NA,43.6397552490234,-79.5444488525391,0.0006866455078125,0.0006866455078125
"3315",NA,NA,"dpz2mbq",NA,NA,NA,NA,0.4568,1125,0.0098,0.0486,0.2934,0.2673,0.0405,0.2593,NA,NA,NA,NA,NA,43.6397552490234,-79.5430755615234,0.0006866455078125,0.0006866455078125
"3316",NA,NA,"dpz2mbr",NA,NA,NA,NA,0.4521,291,0.1443,0.2111,0.2111,0.1557,0.0934,0.1972,NA,NA,NA,NA,NA,43.6397552490234,-79.5417022705078,0.0006866455078125,0.0006866455078125
"3317",NA,NA,"dpz2mbs",NA,NA,NA,NA,0.3047,81,0.0494,0.0123,0.2346,0.1235,0.0123,0.2099,NA,NA,NA,NA,NA,43.6411285400391,-79.5458221435547,0.0006866455078125,0.0006866455078125
"3318",NA,NA,"dpz2mbt",NA,NA,NA,NA,0.4091,29,0.2759,0,0.0345,0.1034,0,0.138,NA,NA,NA,NA,NA,43.6411285400391,-79.5444488525391,0.0006866455078125,0.0006866455078125
"3319",NA,NA,"dpz2mbx",NA,NA,NA,NA,0.4542,83,0.0723,0,0.1446,0.3253,0.0241,0.1927,NA,NA,NA,NA,NA,43.6411285400391,-79.5417022705078,0.0006866455078125,0.0006866455078125
"3320",NA,NA,"dpz2mby",NA,NA,NA,NA,0.3188,449,0.3051,0.0225,0.1573,0.4315,0.0539,0.173,NA,NA,NA,NA,NA,43.6425018310547,-79.5430755615234,0.0006866455078125,0.0006866455078125
"3321",NA,NA,"dpz2mc2",NA,NA,NA,NA,0.3878,204,0.0441,0.0245,0.2108,0.2598,0.049,0.1471,NA,NA,NA,NA,NA,43.6452484130859,-79.5513153076172,0.0006866455078125,0.0006866455078125
"3322",NA,NA,"dpz2mc8",NA,NA,NA,NA,0.6447,105,0.1619,0,0.2762,0.1905,0.0286,0.1714,NA,NA,NA,NA,NA,43.6466217041016,-79.5513153076172,0.0006866455078125,0.0006866455078125
"3323",NA,NA,"dpz2mcf",NA,NA,NA,NA,0.5127,634,0.1151,0.0396,0.2278,0.4066,0.0459,0.1377,NA,NA,NA,NA,NA,43.6479949951172,-79.5485687255859,0.0006866455078125,0.0006866455078125
"3324",NA,NA,"dpz2mcz",NA,NA,NA,NA,0.3707,64.5,0.0943,0.0162,0.09385,0.23605,0.0098,0.1554,NA,NA,NA,NA,NA,43.6479949951172,-79.5417022705078,0.0006866455078125,0.0006866455078125
"3325",NA,NA,"dpz2md1",NA,NA,NA,NA,0.3581,1930,0.2098,0.0244,0.3042,0.2231,0.0484,0.2881,NA,NA,NA,NA,NA,43.6493682861328,-79.5609283447266,0.0006866455078125,0.0006866455078125
"3326",NA,NA,"dpz2md2",NA,NA,NA,NA,0.2631,28,0.4286,0,0.1071,0.6786,0.0357,0.1072,NA,NA,NA,NA,NA,43.6507415771484,-79.5623016357422,0.0006866455078125,0.0006866455078125
"3327",NA,NA,"dpz2mdg",NA,NA,NA,NA,0.2105,91,0.0549,0,0.2308,0.1758,0.033,0.1208,NA,NA,NA,NA,NA,43.6534881591797,-79.5581817626953,0.0006866455078125,0.0006866455078125
"3328",NA,NA,"dpz2mds",NA,NA,NA,NA,0.3184,92,0.0543,0,0.2283,0.1739,0.0435,0.1195,NA,NA,NA,NA,NA,43.6521148681641,-79.5568084716797,0.0006866455078125,0.0006866455078125
"3329",NA,NA,"dpz2me1",NA,NA,NA,NA,0.39875,104.5,0.1342,0.0031,0.30155,0.1612,0.0261,0.1396,NA,NA,NA,NA,NA,43.6548614501953,-79.5609283447266,0.0006866455078125,0.0006866455078125
"3330",NA,NA,"dpz2me3",NA,NA,NA,NA,0.58465,924,0.1716,0.0272,0.2495,0.18945,0.03955,0.2111,NA,NA,NA,NA,NA,43.6562347412109,-79.5609283447266,0.0006866455078125,0.0006866455078125
"3331",NA,NA,"dpz2me5",NA,NA,NA,NA,0.2953,44,0.1818,0,0.1364,0.0682,0.0455,0.1817,NA,NA,NA,NA,NA,43.6548614501953,-79.5581817626953,0.0006866455078125,0.0006866455078125
"3332",NA,NA,"dpz2meb",NA,NA,NA,NA,0.3443,205,0.0537,0.0146,0.239,0.2732,0.0293,0.1951,NA,NA,NA,NA,NA,43.6589813232422,-79.5623016357422,0.0006866455078125,0.0006866455078125
"3333",NA,NA,"dpz2mef",NA,NA,NA,NA,0.4298,215,0.0233,0.0233,0.2279,0.2884,0.0233,0.1766,NA,NA,NA,NA,NA,43.6589813232422,-79.5595550537109,0.0006866455078125,0.0006866455078125
"3334",NA,NA,"dpz2mej",NA,NA,NA,NA,0.3154,119,0.0924,0,0.2605,0.1681,0.0168,0.1512,NA,NA,NA,NA,NA,43.6548614501953,-79.5554351806641,0.0006866455078125,0.0006866455078125
"3335",NA,NA,"dpz2mek",NA,NA,NA,NA,0.3891,149.5,0.0749,0.00975,0.2611,0.17235,0.0195,0.22235,NA,NA,NA,NA,NA,43.6562347412109,-79.5568084716797,0.0006866455078125,0.0006866455078125
"3336",NA,NA,"dpz2xz6",NA,NA,NA,NA,0.3485,358,0.0894,0.014,0.2921,0.2612,0.0084,0.3035,NA,NA,NA,NA,NA,43.7221527099609,-79.4606781005859,0.0006866455078125,0.0006866455078125
"3337",NA,NA,"dpz2xz8",NA,NA,NA,NA,0.5753,76,0.2368,0,0.1053,0.4079,0.0132,0.1973,NA,NA,NA,NA,NA,43.7235260009766,-79.4634246826172,0.0006866455078125,0.0006866455078125
"3338",NA,NA,"dpz2xz9",NA,NA,NA,NA,0.8116,85,0.1059,0,0.381,0.25,0.0238,0.2619,NA,NA,NA,NA,NA,43.7235260009766,-79.4620513916016,0.0006866455078125,0.0006866455078125
"3339",NA,NA,"dpz2mf6",NA,NA,NA,NA,0.2779,53,0.0189,0,0.2075,0.0755,0.0189,0.1321,NA,NA,NA,NA,NA,43.6507415771484,-79.5485687255859,0.0006866455078125,0.0006866455078125
"3340",NA,NA,"dpz2mf7",NA,NA,NA,NA,0.2779,43,0.0233,0,0.2093,0.093,0.0233,0.1395,NA,NA,NA,NA,NA,43.6507415771484,-79.5471954345703,0.0006866455078125,0.0006866455078125
"3341",NA,NA,"dpz2mfb",NA,NA,NA,NA,0.631,22,0.0455,0,0.4091,0.1364,0.0455,0.0908,NA,NA,NA,NA,NA,43.6534881591797,-79.5513153076172,0.0006866455078125,0.0006866455078125
"3342",NA,NA,"dpz2mfc",NA,NA,NA,NA,0.40955,71,0.1414,0.0205,0.1715,0.23555,0.035,0.13415,NA,NA,NA,NA,NA,43.6534881591797,-79.5499420166016,0.0006866455078125,0.0006866455078125
"3343",NA,NA,"dpz2mfk",NA,NA,NA,NA,0.0777,111,0.018,0.018,0.2072,0.2252,0.027,0.1712,NA,NA,NA,NA,NA,43.6507415771484,-79.5458221435547,0.0006866455078125,0.0006866455078125
"3344",NA,NA,"dpz2mfy",NA,NA,NA,NA,0.2806,53,0.0377,0,0.25,0.0962,0.0577,0.1538,NA,NA,NA,NA,NA,43.6534881591797,-79.5430755615234,0.0006866455078125,0.0006866455078125
"3345",NA,NA,"dpz2mg9",NA,NA,NA,NA,0.4379,13,0.0769,0.0833,0.0833,0.5,0,0.3334,NA,NA,NA,NA,NA,43.6576080322266,-79.5499420166016,0.0006866455078125,0.0006866455078125
"3346",NA,NA,"dpz2mgg",NA,NA,NA,NA,0.1995,70,0.0143,0.0714,0.1571,0.4429,0.0571,0.1429,NA,NA,NA,NA,NA,43.6589813232422,-79.5471954345703,0.0006866455078125,0.0006866455078125
"3347",NA,NA,"dpz2mgs",NA,NA,NA,NA,0.5392,129,0.093,0.0155,0.2636,0.1705,0.0078,0.2248,NA,NA,NA,NA,NA,43.6576080322266,-79.5458221435547,0.0006866455078125,0.0006866455078125
"3348",NA,NA,"dpz2mgt",NA,NA,NA,NA,0.4078,66,0.0909,0.0303,0.1364,0.1061,0.0152,0.1665,NA,NA,NA,NA,NA,43.6576080322266,-79.5444488525391,0.0006866455078125,0.0006866455078125
"3349",NA,NA,"dpz2mgv",NA,NA,NA,NA,0.1948,67.6666666666667,0.0718333333333333,0.0254333333333333,0.229066666666667,0.0958666666666667,0.0246333333333333,0.136433333333333,NA,NA,NA,NA,NA,43.6589813232422,-79.5444488525391,0.0006866455078125,0.0006866455078125
"3350",NA,NA,"dpz2mgx",NA,NA,NA,NA,0.7547,5866,0.0068,0.0357,0.2447,0.2998,0.0806,0.2257,NA,NA,NA,NA,NA,43.6576080322266,-79.5417022705078,0.0006866455078125,0.0006866455078125
"3351",NA,NA,"dpz2mgy",NA,NA,NA,NA,0.3658,84,0.2143,0.0241,0.241,0.1205,0.0361,0.1084,NA,NA,NA,NA,NA,43.6589813232422,-79.5430755615234,0.0006866455078125,0.0006866455078125
"3352",NA,NA,"dpz2mh0",NA,NA,NA,NA,0.1908,796,0.0188,0.0189,0.2689,0.3321,0.0379,0.2324,NA,NA,NA,NA,NA,43.6603546142578,-79.5842742919922,0.0006866455078125,0.0006866455078125
"3353",NA,NA,"dpz2y0m",NA,NA,NA,NA,0.319,12,0.4167,0.1667,0.0833,0.3333,0,0.4167,NA,NA,NA,NA,NA,43.7276458740234,-79.5334625244141,0.0006866455078125,0.0006866455078125
"3354",NA,NA,"dpz2mh3",NA,NA,NA,NA,0.2913,141,0.0426,0.0643,0.2286,0.1786,0.0357,0.2571,NA,NA,NA,NA,NA,43.6617279052734,-79.5829010009766,0.0006866455078125,0.0006866455078125
"3355",NA,NA,"dpz2mh5",NA,NA,NA,NA,0.5824,911,0.0307,0.0144,0.1865,0.2786,0.0255,0.3707,NA,NA,NA,NA,NA,43.6603546142578,-79.5801544189453,0.0006866455078125,0.0006866455078125
"3356",NA,NA,"dpz2mh6",NA,NA,NA,NA,0.7957,449,0.0757,0.0225,0.218,0.3169,0.027,0.274,NA,NA,NA,NA,NA,43.6617279052734,-79.5815277099609,0.0006866455078125,0.0006866455078125
"3357",NA,NA,"dpz2mhh",NA,NA,NA,NA,0.3432,77,0.0649,0.0132,0.1974,0.2895,0.0395,0.1183,NA,NA,NA,NA,NA,43.6603546142578,-79.5787811279297,0.0006866455078125,0.0006866455078125
"3358",NA,NA,"dpz2mhk",NA,NA,NA,NA,0.2054,63,0.0635,0,0.254,0.0635,0.0159,0.1428,NA,NA,NA,NA,NA,43.6617279052734,-79.5787811279297,0.0006866455078125,0.0006866455078125
"3359",NA,NA,"dpz2mhn",NA,NA,NA,NA,0.1944,15,0.2,0,0.0667,0.3333,0,0.1333,NA,NA,NA,NA,NA,43.6603546142578,-79.5760345458984,0.0006866455078125,0.0006866455078125
"3360",NA,NA,"dpz2mhr",NA,NA,NA,NA,0.5207,402,0.0249,0.0324,0.197,0.1521,0.0249,0.4365,NA,NA,NA,NA,NA,43.6617279052734,-79.5746612548828,0.0006866455078125,0.0006866455078125
"3361",NA,NA,"dpz2mhv",NA,NA,NA,NA,0.4286,388,0.0206,0.0078,0.1091,0.2597,0.0156,0.4468,NA,NA,NA,NA,NA,43.6644744873047,-79.5774078369141,0.0006866455078125,0.0006866455078125
"3362",NA,NA,"dpz2mhx",NA,NA,NA,NA,0.22675,516.5,0.09755,0.1819,0.1817,0.1798,0.0285,0.2313,NA,NA,NA,NA,NA,43.6631011962891,-79.5746612548828,0.0006866455078125,0.0006866455078125
"3363",NA,NA,"dpz2mjb",NA,NA,NA,NA,0.5117,5709,0.02,0.0318,0.1746,0.2872,0.0629,0.2467,NA,NA,NA,NA,NA,43.6699676513672,-79.5842742919922,0.0006866455078125,0.0006866455078125
"3364",NA,NA,"dpz2mje",NA,NA,NA,NA,0.3076,88,0.0682,0,0.125,0.4318,0,0.1137,NA,NA,NA,NA,NA,43.6685943603516,-79.5801544189453,0.0006866455078125,0.0006866455078125
"3365",NA,NA,"dpz2mjk",NA,NA,NA,NA,0.6668,18,0.0556,0,0.0556,0,0,0.1111,NA,NA,NA,NA,NA,43.6672210693359,-79.5787811279297,0.0006866455078125,0.0006866455078125
"3366",NA,NA,"dpz2mjq",NA,NA,NA,NA,0.3015,138,0.1065,0.3073,0.2929,0.04515,0.0075,0.12495,NA,NA,NA,NA,NA,43.6672210693359,-79.5760345458984,0.0006866455078125,0.0006866455078125
"3367",NA,NA,"dpz2mjw",NA,NA,NA,NA,0.2515,74,0.0811,0.338,0.2113,0.0563,0,0.1127,NA,NA,NA,NA,NA,43.6685943603516,-79.5760345458984,0.0006866455078125,0.0006866455078125
"3368",NA,NA,"dpz2mjz",NA,NA,NA,NA,0.4309,39419,0.0039,0.0326,0.1199,0.2181,0.0658,0.2391,NA,NA,NA,NA,NA,43.6699676513672,-79.5746612548828,0.0006866455078125,0.0006866455078125
"3369",NA,NA,"dpz2mk1",NA,NA,NA,NA,0.4782,67,0.1194,0.0149,0.2687,0.0299,0,0.179,NA,NA,NA,NA,NA,43.6603546142578,-79.5719146728516,0.0006866455078125,0.0006866455078125
"3370",NA,NA,"dpz2mk2",NA,NA,NA,NA,0.8614,73,0.0274,0.0137,0.0959,0.1644,0.0548,0.2191,NA,NA,NA,NA,NA,43.6617279052734,-79.5732879638672,0.0006866455078125,0.0006866455078125
"3371",NA,NA,"dpz2mk4",NA,NA,NA,NA,0.2505,3775,0.0029,0.0253,0.1874,0.2342,0.0599,0.2308,NA,NA,NA,NA,NA,43.6603546142578,-79.5705413818359,0.0006866455078125,0.0006866455078125
"3372",NA,NA,"dpz2mk6",NA,NA,NA,NA,0.3068,47113,0.0015,0.0211,0.1187,0.1959,0.0589,0.2417,NA,NA,NA,NA,NA,43.6617279052734,-79.5705413818359,0.0006866455078125,0.0006866455078125
"3373",NA,NA,"dpz2mk7",NA,NA,NA,NA,0.4149,140,0.1429,0,0.2302,0.3165,0.0144,0.0936,NA,NA,NA,NA,NA,43.6617279052734,-79.5691680908203,0.0006866455078125,0.0006866455078125
"3374",NA,NA,"dpz2mkb",NA,NA,NA,NA,0.7095,116,0.0431,0.0862,0.3276,0.069,0.0345,0.1465,NA,NA,NA,NA,NA,43.6644744873047,-79.5732879638672,0.0006866455078125,0.0006866455078125
"3375",NA,NA,"dpz2mkd",NA,NA,NA,NA,0.2628,863.5,0.04375,0.01045,0.30515,0.17425,0.0319,0.20685,NA,NA,NA,NA,NA,43.6631011962891,-79.5705413818359,0.0006866455078125,0.0006866455078125
"3376",NA,NA,"dpz2mkg",NA,NA,NA,NA,0.3723,150,0.18,0,0.2886,0.2483,0.0201,0.0873,NA,NA,NA,NA,NA,43.6644744873047,-79.5691680908203,0.0006866455078125,0.0006866455078125
"3377",NA,NA,"dpz2mkk",NA,NA,NA,NA,0.5937,135,0.1333,0,0.2815,0.2222,0.0148,0.0963,NA,NA,NA,NA,NA,43.6617279052734,-79.5677947998047,0.0006866455078125,0.0006866455078125
"3378",NA,NA,"dpz2mkz",NA,NA,NA,NA,0.4405,56,0.1607,0,0.1607,0.125,0.0179,0.0893,NA,NA,NA,NA,NA,43.6644744873047,-79.5636749267578,0.0006866455078125,0.0006866455078125
"3379",NA,NA,"dpz2mm0",NA,NA,NA,NA,0.3433,90992,0.0024,0.0276,0.1117,0.2208,0.068,0.2493,NA,NA,NA,NA,NA,43.6658477783203,-79.5732879638672,0.0006866455078125,0.0006866455078125
"3380",NA,NA,"dpz2mm8",NA,NA,NA,NA,0.52395,41056,0.0102,0.0283,0.1592,0.2269,0.0567,0.28835,NA,NA,NA,NA,NA,43.6685943603516,-79.5732879638672,0.0006866455078125,0.0006866455078125
"3381",NA,NA,"dpz2mm9",NA,NA,NA,NA,0.2959,74,0.2162,0,0.2973,0.1757,0,0.0675,NA,NA,NA,NA,NA,43.6685943603516,-79.5719146728516,0.0006866455078125,0.0006866455078125
"3382",NA,NA,"dpz2mmc",NA,NA,NA,NA,0.3361,520,0.0096,0.0193,0.1911,0.2587,0.0502,0.3494,NA,NA,NA,NA,NA,43.6699676513672,-79.5719146728516,0.0006866455078125,0.0006866455078125
"3383",NA,NA,"dpz2mmd",NA,NA,NA,NA,0.35205,53,0.15865,0,0.2171,0.09825,0.0294,0.1421,NA,NA,NA,NA,NA,43.6685943603516,-79.5705413818359,0.0006866455078125,0.0006866455078125
"3384",NA,NA,"dpz2mmf",NA,NA,NA,NA,0.3281,1526,0.1166,0.0211,0.2225,0.2429,0.0474,0.3423,NA,NA,NA,NA,NA,43.6699676513672,-79.5705413818359,0.0006866455078125,0.0006866455078125
"3385",NA,NA,"dpz2mmr",NA,NA,NA,NA,0.4587,120,0.1583,0,0.2833,0.1667,0.0333,0.0834,NA,NA,NA,NA,NA,43.6672210693359,-79.5636749267578,0.0006866455078125,0.0006866455078125
"3386",NA,NA,"dpz2mmy",NA,NA,NA,NA,0.6884,98,0.1327,0,0.3469,0.1224,0.0306,0.0715,NA,NA,NA,NA,NA,43.6699676513672,-79.5650482177734,0.0006866455078125,0.0006866455078125
"3387",NA,NA,"dpz2mn0",NA,NA,NA,NA,0.4846,28246,0.0024,0.0245,0.108,0.2084,0.0551,0.2798,NA,NA,NA,NA,NA,43.6713409423828,-79.5842742919922,0.0006866455078125,0.0006866455078125
"3388",NA,NA,"dpz2mn1",NA,NA,NA,NA,0.5992,60540,0.0019,0.02555,0.102,0.24005,0.0594,0.236,NA,NA,NA,NA,NA,43.6713409423828,-79.5829010009766,0.0006866455078125,0.0006866455078125
"3389",NA,NA,"dpz2mn5",NA,NA,NA,NA,0.5957,6336,0.0044,0.0355,0.1475,0.3614,0.0786,0.2078,NA,NA,NA,NA,NA,43.6713409423828,-79.5801544189453,0.0006866455078125,0.0006866455078125
"3390",NA,NA,"dpz2mnj",NA,NA,NA,NA,0.8399,33676.5,0.01845,0.0328,0.12035,0.21335,0.06705,0.24265,NA,NA,NA,NA,NA,43.6713409423828,-79.5774078369141,0.0006866455078125,0.0006866455078125
"3391",NA,NA,"dpz2mnp",NA,NA,NA,NA,1.3376,54620,0.0661,0.0226,0.1008,0.2178,0.0618,0.2676,NA,NA,NA,NA,NA,43.6713409423828,-79.5746612548828,0.0006866455078125,0.0006866455078125
"3392",NA,NA,"dpz2mnt",NA,NA,NA,NA,1.1908,4117,7e-04,0.0176,0.061,0.126,0.0601,0.2526,NA,NA,NA,NA,NA,43.6740875244141,-79.5774078369141,0.0006866455078125,0.0006866455078125
"3393",NA,NA,"dpz2mp0",NA,NA,NA,NA,0.6873,156,0.2372,0.0256,0.6026,0.1795,0.0192,0.0962,NA,NA,NA,NA,NA,43.6768341064453,-79.5842742919922,0.0006866455078125,0.0006866455078125
"3394",NA,NA,"dpz2mp6",NA,NA,NA,NA,0.2917,4118,0.001,0.0146,0.2438,0.247,0.049,0.2213,NA,NA,NA,NA,NA,43.6782073974609,-79.5815277099609,0.0006866455078125,0.0006866455078125
"3395",NA,NA,"dpz2mp8",NA,NA,NA,NA,0.5549,89,0.0225,0,0.7865,0.1236,0,0.045,NA,NA,NA,NA,NA,43.6795806884766,-79.5842742919922,0.0006866455078125,0.0006866455078125
"3396",NA,NA,"dpz2mpd",NA,NA,NA,NA,1.2421,73,0.0137,0.0274,0.274,0.2603,0.0274,0.2602,NA,NA,NA,NA,NA,43.6795806884766,-79.5815277099609,0.0006866455078125,0.0006866455078125
"3397",NA,NA,"dpz2mpm",NA,NA,NA,NA,0.72925,57713.5,0.00255,0.0206,0.0986,0.17765,0.04455,0.23815,NA,NA,NA,NA,NA,43.6782073974609,-79.5774078369141,0.0006866455078125,0.0006866455078125
"3398",NA,NA,"dpz2mpr",NA,NA,NA,NA,0.3147,106,0.1415,0.0095,0.2952,0.1714,0.0286,0.162,NA,NA,NA,NA,NA,43.6782073974609,-79.5746612548828,0.0006866455078125,0.0006866455078125
"3399",NA,NA,"dpz2mpt",NA,NA,NA,NA,0.4693,34236,0.0012,0.0326,0.1201,0.2149,0.0673,0.2422,NA,NA,NA,NA,NA,43.6795806884766,-79.5774078369141,0.0006866455078125,0.0006866455078125
"3400",NA,NA,"dpz2mpv",NA,NA,NA,NA,0.2953,15,0.3333,0,0,0.1333,0,0.4,NA,NA,NA,NA,NA,43.6809539794922,-79.5774078369141,0.0006866455078125,0.0006866455078125
"3401",NA,NA,"dpz2mq1",2011-12-07,17176,127,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.1702,19,NA,NA,NA,43.6713409423828,-79.5719146728516,0.0006866455078125,0.0006866455078125
"3402",NA,NA,"dpz2mq6",NA,NA,NA,NA,0.3589,6118,0.0163,0.0446,0.1905,0.2752,0.0581,0.3263,NA,NA,NA,NA,NA,43.6727142333984,-79.5705413818359,0.0006866455078125,0.0006866455078125
"3403",NA,NA,"dpz2mq9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0073,3,NA,NA,NA,43.6740875244141,-79.5719146728516,0.0006866455078125,0.0006866455078125
"3404",NA,NA,"dpz2mqe",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0098,3,NA,NA,NA,43.6740875244141,-79.5691680908203,0.0006866455078125,0.0006866455078125
"3405",NA,NA,"dpz2mqs",2011-12-12,30975,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0376,7,NA,NA,NA,43.6740875244141,-79.5677947998047,0.0006866455078125,0.0006866455078125
"3406",NA,NA,"dpz2mqv",NA,NA,NA,NA,0.53675,57.5,0.28695,0,0.2271,0.05295,0.02245,0.6919,NA,NA,NA,NA,NA,43.6754608154297,-79.5664215087891,0.0006866455078125,0.0006866455078125
"3407",NA,NA,"dpz2y5e",NA,NA,NA,NA,0.760166666666667,56.3333333333333,0.1879,0.0304,0.154133333333333,0.1579,0.0701333333333333,0.3722,NA,NA,NA,NA,NA,43.7454986572266,-79.5362091064453,0.0006866455078125,0.0006866455078125
"3408",NA,NA,"dpz2y5g",NA,NA,NA,NA,0.5453,41,0.3415,0.0732,0.122,0.1951,0.0244,0.2926,NA,NA,NA,NA,NA,43.7468719482422,-79.5362091064453,0.0006866455078125,0.0006866455078125
"3409",NA,NA,"dpz2y5j",NA,NA,NA,NA,1.0493,27,0.037,0,0,0,0.037,0.4445,NA,NA,NA,NA,NA,43.7427520751953,-79.5334625244141,0.0006866455078125,0.0006866455078125
"3410",NA,NA,"dpz2y5k",NA,NA,NA,NA,0.6342,928,0.042,0.0022,0,0.0228,0.0315,0.45,NA,NA,NA,NA,NA,43.7441253662109,-79.5348358154297,0.0006866455078125,0.0006866455078125
"3411",NA,NA,"dpz2y5m",NA,NA,NA,NA,1.3407,45,0.5556,0,0,0.1111,0.0667,0.4666,NA,NA,NA,NA,NA,43.7441253662109,-79.5334625244141,0.0006866455078125,0.0006866455078125
"3412",NA,NA,"dpz2mqy",NA,NA,NA,NA,0.4102,29,0.3103,0,0.2414,0.1034,0,0.6552,NA,NA,NA,NA,NA,43.6754608154297,-79.5650482177734,0.0006866455078125,0.0006866455078125
"3413",NA,NA,"dpz2mr3",NA,NA,NA,NA,0.2059,47,0.0851,0,0.2553,0.0638,0.0426,0.1489,NA,NA,NA,NA,NA,43.6782073974609,-79.5719146728516,0.0006866455078125,0.0006866455078125
"3414",NA,NA,"dpz2mr8",NA,NA,NA,NA,0.5131,117,0.1966,0.0086,0.2931,0.2069,0.0431,0.1552,NA,NA,NA,NA,NA,43.6795806884766,-79.5732879638672,0.0006866455078125,0.0006866455078125
"3415",NA,NA,"dpz2y66",NA,NA,NA,NA,0.3907,53958,0.0014,0.0233,0.1078,0.2432,0.0549,0.2413,NA,NA,NA,NA,NA,43.7386322021484,-79.5265960693359,0.0006866455078125,0.0006866455078125
"3416",NA,NA,"dpz2mrv",2016-05-10,10896,323,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0929,18,NA,NA,NA,43.6809539794922,-79.5664215087891,0.0006866455078125,0.0006866455078125
