"","Geohash","year","month","Count.Date","X8.Peak.Hr.Vehicle.Volume","X8.Peak.Hr.Pedestrian.Volume","sum_acc_count","temp_chg","snow","rain","SeverityScore","IncidentsTotal","AvgAcceleration","PercentOfVehicles","AvgMonthlyVolume","PercentCar","PercentMPV","PercentLDT","PercentMDT","PercentHDT","PercentOther","lat","lng","lat_error","lng_error"
"302","dpz82b3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8291,0.0924,184,0,0.0326,0.0543,0.1359,0.3315,0.4457,43.6397552490234,-79.4181060791016,0.0006866455078125,0.0006866455078125
"303","dpz82b4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1131,0.15,40,0,0.25,0.075,0.125,0.1,0.45,43.6383819580078,-79.4167327880859,0.0006866455078125,0.0006866455078125
"304","dpz82b5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6468,0.1242,161,0.0186,0.1925,0.2422,0.0311,0.0373,0.4783,43.6383819580078,-79.4153594970703,0.0006866455078125,0.0006866455078125
"305","dpz82b6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5807,0.1892,111,0.027,0.1532,0.1622,0.0901,0.1532,0.4143,43.6397552490234,-79.4167327880859,0.0006866455078125,0.0006866455078125
"306","dpz82b7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6007,0.1471,34,0,0.4412,0.1176,0.0588,0.0294,0.353,43.6397552490234,-79.4153594970703,0.0006866455078125,0.0006866455078125
"307","dpz82b8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9605,0.18,50,0.04,0.24,0.26,0.02,0.1,0.34,43.6411285400391,-79.4194793701172,0.0006866455078125,0.0006866455078125
"308","dpz82b9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9207,0.073,178,0.0169,0.2147,0.1186,0.0226,0.0904,0.5368,43.6411285400391,-79.4181060791016,0.0006866455078125,0.0006866455078125
"309","dpz82bb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1302,0.15,60,0.0169,0.2203,0.4068,0.0847,0.0847,0.1866,43.6425018310547,-79.4194793701172,0.0006866455078125,0.0006866455078125
"310","dpz82bc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0671,0.5422,83,0.0123,0.0864,0.3457,0.0617,0.1975,0.2964,43.6425018310547,-79.4181060791016,0.0006866455078125,0.0006866455078125
"311","dpz82bd",2007,"11",2015-08-24,10301,1835,2,10.3,0,31.1,NA,NA,0.638,0.3143,70,0,0.7571,0.1,0.0429,0,0.1,43.6411285400391,-79.4167327880859,0.0006866455078125,0.0006866455078125
"312","dpz82bd",2015,"10",2015-08-24,10301,1835,2,15.6,0,58.3,NA,NA,0.638,0.3143,70,0,0.7571,0.1,0.0429,0,0.1,43.6411285400391,-79.4167327880859,0.0006866455078125,0.0006866455078125
"313","dpz82be",2009,"05",2017-05-17,11884,5678,2,NA,0,15.2,NA,NA,0.7895,0.0612,147,0.0207,0.2207,0.2,0.0345,0.1517,0.3724,43.6411285400391,-79.4153594970703,0.0006866455078125,0.0006866455078125
"314","dpz82be",2013,"08",2017-05-17,11884,5678,4,11.8,0,38.6,NA,NA,0.7895,0.0612,147,0.0207,0.2207,0.2,0.0345,0.1517,0.3724,43.6411285400391,-79.4153594970703,0.0006866455078125,0.0006866455078125
"315","dpz82bf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2817,0.25,168,0.0181,0.1265,0.4277,0.0904,0.1024,0.2349,43.6425018310547,-79.4167327880859,0.0006866455078125,0.0006866455078125
"316","dpz82bg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8406,0.25,204,0.0197,0.1084,0.4138,0.0887,0.0936,0.2758,43.6425018310547,-79.4153594970703,0.0006866455078125,0.0006866455078125
"317","dpz82bh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4997,0.3305,2965,0.0428,0.2111,0.1158,0.036,0.072,0.5223,43.6383819580078,-79.4139862060547,0.0006866455078125,0.0006866455078125
"318","dpz82bj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4763,0.1463,1230,0.0205,0.1772,0.1157,0.0394,0.0705,0.5767,43.6383819580078,-79.4126129150391,0.0006866455078125,0.0006866455078125
"319","dpz82bk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7944,0.0899,89,0,0.1954,0.2069,0.023,0.0805,0.4942,43.6397552490234,-79.4139862060547,0.0006866455078125,0.0006866455078125
"320","dpz82bm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6249,0.0913,701,0.0217,0.2442,0.1084,0.0231,0.0419,0.5607,43.6397552490234,-79.4126129150391,0.0006866455078125,0.0006866455078125
"321","dpz82bn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0726,0.0526,19,0,0.0526,0.1579,0,0.4737,0.3158,43.6383819580078,-79.4112396240234,0.0006866455078125,0.0006866455078125
"322","dpz82bp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.863,0.0604,8367,0.0354,0.197,0.2005,0.0521,0.1055,0.4095,43.6383819580078,-79.4098663330078,0.0006866455078125,0.0006866455078125
"323","dpz82bq",NA,NA,2017-11-16,12200,796,NA,NA,NA,NA,NA,NA,0.5095,0.0183,710,0.034,0.2096,0.255,0.0354,0.068,0.398,43.6397552490234,-79.4112396240234,0.0006866455078125,0.0006866455078125
"324","dpz82br",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.0125,0.2,20,0.05,0.05,0.7,0,0.15,0.05,43.6397552490234,-79.4098663330078,0.0006866455078125,0.0006866455078125
"325","dpz82bs",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8084,0.027,74,0.0135,0.1216,0.1757,0.0676,0.2027,0.4189,43.6411285400391,-79.4139862060547,0.0006866455078125,0.0006866455078125
"326","dpz82bt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6504,0.0505,198,0.0202,0.1818,0.1667,0.0253,0.1414,0.4646,43.6411285400391,-79.4126129150391,0.0006866455078125,0.0006866455078125
"327","dpz82bu",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.895,0.0866,127,0.0238,0.127,0.1746,0.0556,0.1825,0.4365,43.6425018310547,-79.4139862060547,0.0006866455078125,0.0006866455078125
"328","dpz82bv",2017,"08",2013-12-05,13533,4681,2,11.9,0,8.5,NA,NA,0.6545,0.0253,277,0.033,0.1502,0.1868,0.0476,0.1392,0.4432,43.6425018310547,-79.4126129150391,0.0006866455078125,0.0006866455078125
"329","dpz82bw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5642,0.1,80,0,0.4,0.2125,0.025,0.1375,0.225,43.6411285400391,-79.4112396240234,0.0006866455078125,0.0006866455078125
"330","dpz82bx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6654,0.0082,243,0.0206,0.2551,0.1481,0.0247,0.0782,0.4733,43.6411285400391,-79.4098663330078,0.0006866455078125,0.0006866455078125
"331","dpz82by",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7031,0.1538,13,0,0.3846,0.1538,0,0.0769,0.3847,43.6425018310547,-79.4112396240234,0.0006866455078125,0.0006866455078125
"332","dpz82bz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1316,0.1375,80,0.0253,0.2405,0.1519,0.0253,0.0633,0.4937,43.6425018310547,-79.4098663330078,0.0006866455078125,0.0006866455078125
"333","dpz82c0",NA,NA,2013-03-14,11628,4053,NA,NA,NA,NA,NA,NA,2.2332,0.0714,42,0,0.1951,0.1707,0.0488,0.0244,0.561,43.6438751220703,-79.4194793701172,0.0006866455078125,0.0006866455078125
"334","dpz82c1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7115,0.2007,573,0.0122,0.1976,0.222,0.0315,0.1538,0.3829,43.6438751220703,-79.4181060791016,0.0006866455078125,0.0006866455078125
"335","dpz82c2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.8994,0.0041,243,0.0165,0.157,0.1777,0.0289,0.0661,0.5538,43.6452484130859,-79.4194793701172,0.0006866455078125,0.0006866455078125
"336","dpz82c3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7459,0.1429,147,0.0274,0.137,0.1507,0.0342,0.137,0.5137,43.6452484130859,-79.4181060791016,0.0006866455078125,0.0006866455078125
"337","dpz82c4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6865,0.2326,43,0,0.0465,0.7209,0.093,0.0465,0.0931,43.6438751220703,-79.4167327880859,0.0006866455078125,0.0006866455078125
"338","dpz82c5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3009,0.0526,19,0,0.1053,0.2632,0.0526,0.4211,0.1578,43.6438751220703,-79.4153594970703,0.0006866455078125,0.0006866455078125
"339","dpz82c6",NA,NA,2009-08-20,11185,2755,NA,NA,NA,NA,NA,NA,1.298,0.0807,161,0.0563,0.1812,0.0938,0.0375,0.025,0.6062,43.6452484130859,-79.4167327880859,0.0006866455078125,0.0006866455078125
"340","dpz82c7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.7624,0.0476,21,0,0.0476,0.1429,0.0476,0.4762,0.2857,43.6452484130859,-79.4153594970703,0.0006866455078125,0.0006866455078125
"341","dpz82c8",NA,NA,2012-02-09,5191,2270,NA,NA,NA,NA,NA,NA,0.7856,0.0675,4386,0.0108,0.2,0.1067,0.0347,0.0771,0.5707,43.6466217041016,-79.4194793701172,0.0006866455078125,0.0006866455078125
"342","dpz82c9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6833,0.0588,85,0.0118,0.0353,0.6588,0.0941,0.0941,0.1059,43.6466217041016,-79.4181060791016,0.0006866455078125,0.0006866455078125
"343","dpz82cb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7641,0.1111,36,0,0.0556,0.0833,0.0278,0.5,0.3333,43.6479949951172,-79.4194793701172,0.0006866455078125,0.0006866455078125
"344","dpz82cc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.2197,0.0588,17,0,0.1176,0,0.0588,0.4706,0.353,43.6479949951172,-79.4181060791016,0.0006866455078125,0.0006866455078125
"345","dpz82cd",2012,"06",2010-01-14,3069,486,2,16.3,0,45.5,NA,NA,1.3081,0.1305,2567,0.0377,0.2264,0.1338,0.0369,0.0569,0.5083,43.6466217041016,-79.4167327880859,0.0006866455078125,0.0006866455078125
"346","dpz82ce",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7323,0.2456,684,0.0074,0.1912,0.1029,0.0206,0.0574,0.6205,43.6466217041016,-79.4153594970703,0.0006866455078125,0.0006866455078125
"347","dpz82cf",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1458,0.1649,831,0.0339,0.2225,0.1282,0.029,0.0423,0.5441,43.6479949951172,-79.4167327880859,0.0006866455078125,0.0006866455078125
"348","dpz82cg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6661,0.1546,194,0.0156,0.1458,0.0573,0.0156,0.0417,0.724,43.6479949951172,-79.4153594970703,0.0006866455078125,0.0006866455078125
"349","dpz82ch",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7608,0.1905,21,0,0.1905,0.0476,0.1429,0.0952,0.5238,43.6438751220703,-79.4139862060547,0.0006866455078125,0.0006866455078125
"350","dpz82cj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.971,0.2,15,0.0667,0.2,0.2667,0.2,0,0.2666,43.6438751220703,-79.4126129150391,0.0006866455078125,0.0006866455078125
"351","dpz82ck",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.7422,0.0357,28,0,0.2143,0.1429,0.1429,0.0357,0.4642,43.6452484130859,-79.4139862060547,0.0006866455078125,0.0006866455078125
"352","dpz82cm",NA,NA,2009-08-19,9898,1979,NA,NA,NA,NA,NA,NA,0.5724,0.142,169,0.0237,0.2012,0.2012,0.0533,0.0888,0.4318,43.6452484130859,-79.4126129150391,0.0006866455078125,0.0006866455078125
"353","dpz82cn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7652,0.0673,773,0.0273,0.2679,0.2133,0.039,0.0468,0.4057,43.6438751220703,-79.4112396240234,0.0006866455078125,0.0006866455078125
"354","dpz82cp",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9364,0.2785,79,0.0256,0.2308,0.1667,0,0.0769,0.5,43.6438751220703,-79.4098663330078,0.0006866455078125,0.0006866455078125
"355","dpz82cq",NA,NA,NA,NA,NA,NA,NA,NA,NA,0.0175,3,0.8057,0.0645,31,0,0.2581,0.2581,0,0.0323,0.4515,43.6452484130859,-79.4112396240234,0.0006866455078125,0.0006866455078125
"356","dpz82cr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7678,0.0783,115,0.0263,0.3333,0.114,0.0439,0.0789,0.4036,43.6452484130859,-79.4098663330078,0.0006866455078125,0.0006866455078125
"357","dpz82ct",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3343,0.1454,784,0.0296,0.2031,0.1838,0.0308,0.0488,0.5039,43.6466217041016,-79.4126129150391,0.0006866455078125,0.0006866455078125
"358","dpz82cv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6419,0.175,800,0.0303,0.2045,0.1768,0.0354,0.0429,0.5101,43.6479949951172,-79.4126129150391,0.0006866455078125,0.0006866455078125
"359","dpz82cw",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.69,0.183,694,0.0319,0.2119,0.1916,0.0392,0.0421,0.4833,43.6466217041016,-79.4112396240234,0.0006866455078125,0.0006866455078125
"360","dpz82cx",2008,"03",2010-08-11,7820,1231,2,11,36,17.1,NA,NA,1.2041,0.0714,14,0.0714,0.2143,0.1429,0.0714,0.0714,0.4286,43.6466217041016,-79.4098663330078,0.0006866455078125,0.0006866455078125
"361","dpz82cx",2011,"03",2010-08-11,7820,1231,2,14.4,0,32.4,NA,NA,1.2041,0.0714,14,0.0714,0.2143,0.1429,0.0714,0.0714,0.4286,43.6466217041016,-79.4098663330078,0.0006866455078125,0.0006866455078125
"362","dpz82cx",2011,"02",2010-08-11,7820,1231,3,15.9,0,14,NA,NA,1.2041,0.0714,14,0.0714,0.2143,0.1429,0.0714,0.0714,0.4286,43.6466217041016,-79.4098663330078,0.0006866455078125,0.0006866455078125
"363","dpz82cy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2749,0.0667,30,0,0.2333,0.0667,0,0.0667,0.6333,43.6479949951172,-79.4112396240234,0.0006866455078125,0.0006866455078125
"364","dpz82cz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1732,0.218,367,0.011,0.2514,0.1381,0.0138,0.0552,0.5305,43.6479949951172,-79.4098663330078,0.0006866455078125,0.0006866455078125
"365","dpz82d0",2014,"04",2012-02-08,8408,1895,2,NA,0,32.1,NA,NA,0.7666,0.5308,130,0,0.0615,0.5154,0,0.0154,0.4077,43.6493682861328,-79.4304656982422,0.0006866455078125,0.0006866455078125
"366","dpz82d1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.741,0.1852,108,0.0561,0.1589,0.1215,0.028,0.1308,0.5047,43.6493682861328,-79.4290924072266,0.0006866455078125,0.0006866455078125
"367","dpz82d2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5308,0.08,25,0,0.24,0.28,0.04,0.12,0.32,43.6507415771484,-79.4304656982422,0.0006866455078125,0.0006866455078125
"368","dpz82d3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6304,0.4565,46,0,0.1304,0.1087,0.0435,0.4348,0.2826,43.6507415771484,-79.4290924072266,0.0006866455078125,0.0006866455078125
"369","dpz82d4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3366,0.1863,451,0.0135,0.2432,0.2117,0.0473,0.0293,0.455,43.6493682861328,-79.4277191162109,0.0006866455078125,0.0006866455078125
"370","dpz82d5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0026,0.1863,424,0.0167,0.2762,0.1167,0.0548,0.0357,0.4999,43.6493682861328,-79.4263458251953,0.0006866455078125,0.0006866455078125
"371","dpz82d6",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7222,0.0662,302,0.0101,0.2256,0.138,0.0337,0.064,0.5286,43.6507415771484,-79.4277191162109,0.0006866455078125,0.0006866455078125
"372","dpz82d7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.2431,0.0809,235,0.013,0.2304,0.1174,0.0261,0.0565,0.5566,43.6507415771484,-79.4263458251953,0.0006866455078125,0.0006866455078125
"373","dpz82d8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5196,0.1639,1318,0.0176,0.1687,0.2046,0.0557,0.1092,0.4442,43.6521148681641,-79.4304656982422,0.0006866455078125,0.0006866455078125
"374","dpz82d9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5067,0.0683,205,0.0049,0.2341,0.2732,0.0829,0.161,0.2439,43.6521148681641,-79.4290924072266,0.0006866455078125,0.0006866455078125
"375","dpz82db",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5015,0.2105,19,0,0.2105,0.1579,0,0.0526,0.579,43.6534881591797,-79.4304656982422,0.0006866455078125,0.0006866455078125
"376","dpz82dc",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6197,0.125,16,0.0625,0.3125,0.1875,0,0.0625,0.375,43.6534881591797,-79.4290924072266,0.0006866455078125,0.0006866455078125
"377","dpz82dd",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3072,0.1947,190,0.0106,0.3122,0.1376,0.0317,0.1111,0.3968,43.6521148681641,-79.4277191162109,0.0006866455078125,0.0006866455078125
"378","dpz82de",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9235,0.1304,23,0,0.3913,0.087,0,0.3043,0.2174,43.6521148681641,-79.4263458251953,0.0006866455078125,0.0006866455078125
"379","dpz82df",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6278,0.0864,81,0,0.0494,0.5432,0.0494,0,0.358,43.6534881591797,-79.4277191162109,0.0006866455078125,0.0006866455078125
"380","dpz82dg",NA,NA,2017-01-16,11340,4611,NA,NA,NA,NA,0.0111,4,0.5518,0.0676,74,0,0.2222,0.1667,0.0278,0.2222,0.3611,43.6534881591797,-79.4263458251953,0.0006866455078125,0.0006866455078125
"381","dpz82dh",2009,"09",2012-03-20,14775,3301,7,13.1,0,12.6,NA,NA,1.1191,0.1118,2692,0.0222,0.2303,0.1484,0.0349,0.0477,0.5165,43.6493682861328,-79.4249725341797,0.0006866455078125,0.0006866455078125
"382","dpz82dh",2014,"06",2012-03-20,14775,3301,3,12.5,0,34.1,NA,NA,1.1191,0.1118,2692,0.0222,0.2303,0.1484,0.0349,0.0477,0.5165,43.6493682861328,-79.4249725341797,0.0006866455078125,0.0006866455078125
"383","dpz82dj",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8993,0.1304,299,0.0204,0.1463,0.1224,0.0442,0.0986,0.5681,43.6493682861328,-79.4235992431641,0.0006866455078125,0.0006866455078125
"384","dpz82dk",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5142,0.05,20,0,0.25,0.2,0,0,0.55,43.6507415771484,-79.4249725341797,0.0006866455078125,0.0006866455078125
"385","dpz82dm",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6792,0.1422,211,0.0288,0.125,0.2308,0.024,0.0769,0.5145,43.6507415771484,-79.4235992431641,0.0006866455078125,0.0006866455078125
"386","dpz82dn",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.3072,0.1077,65,0,0.1875,0.0938,0.0781,0.125,0.5156,43.6493682861328,-79.4222259521484,0.0006866455078125,0.0006866455078125
"387","dpz82dp",2012,"10",2015-04-11,11860,7315,3,11,0,21,NA,NA,0.9094,0.1437,174,0.0172,0.1494,0.0977,0.046,0.1724,0.5173,43.6493682861328,-79.4208526611328,0.0006866455078125,0.0006866455078125
"388","dpz82dp",2014,"12",2015-04-11,11860,7315,2,NA,0,18,NA,NA,0.9094,0.1437,174,0.0172,0.1494,0.0977,0.046,0.1724,0.5173,43.6493682861328,-79.4208526611328,0.0006866455078125,0.0006866455078125
"389","dpz82dq",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6421,0.0512,215,0.0047,0.1729,0.1682,0.0327,0.0421,0.5794,43.6507415771484,-79.4222259521484,0.0006866455078125,0.0006866455078125
"390","dpz82dr",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.0585,0.1418,275,0.0146,0.1752,0.3285,0.0584,0.0474,0.3759,43.6507415771484,-79.4208526611328,0.0006866455078125,0.0006866455078125
"391","dpz82ds",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6737,0.0629,2957,0.0256,0.2225,0.1474,0.0375,0.0461,0.5209,43.6521148681641,-79.4249725341797,0.0006866455078125,0.0006866455078125
"392","dpz82dt",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6176,0.1324,68,0.0147,0.2353,0.2353,0.0294,0.0882,0.3971,43.6521148681641,-79.4235992431641,0.0006866455078125,0.0006866455078125
"393","dpz82du",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4416,0.0769,26,0,0.1154,0.1154,0,0.1538,0.6154,43.6534881591797,-79.4249725341797,0.0006866455078125,0.0006866455078125
"394","dpz82dv",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4457,0.0833,72,0,0.1528,0.2222,0.0139,0.0556,0.5555,43.6534881591797,-79.4235992431641,0.0006866455078125,0.0006866455078125
"395","dpz82dw",2007,"02",2010-01-12,6627,830,5,16,20,5.6,NA,NA,0.6169,0.1678,143,0.0141,0.2324,0.2324,0.0352,0.1197,0.3662,43.6521148681641,-79.4222259521484,0.0006866455078125,0.0006866455078125
"396","dpz82dw",2007,"12",2010-01-12,6627,830,2,12.7,25,23.7,NA,NA,0.6169,0.1678,143,0.0141,0.2324,0.2324,0.0352,0.1197,0.3662,43.6521148681641,-79.4222259521484,0.0006866455078125,0.0006866455078125
"397","dpz82dx",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.426,0.3101,316,0.0096,0.1688,0.2389,0.035,0.0446,0.5031,43.6521148681641,-79.4208526611328,0.0006866455078125,0.0006866455078125
"398","dpz82dy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6488,0.0714,28,0,0.1786,0.1429,0.1071,0.0357,0.5357,43.6534881591797,-79.4222259521484,0.0006866455078125,0.0006866455078125
"399","dpz82dz",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.5171,0.2364,313,0.0096,0.1801,0.2379,0.0354,0.045,0.492,43.6534881591797,-79.4208526611328,0.0006866455078125,0.0006866455078125
"400","dpz82e0",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.0769,0.1905,21,0,0.2381,0.2381,0,0.0952,0.4286,43.6548614501953,-79.4304656982422,0.0006866455078125,0.0006866455078125
"401","dpz82e1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6942,0.0258,271,0.0187,0.1573,0.3296,0.0262,0.0637,0.4045,43.6548614501953,-79.4290924072266,0.0006866455078125,0.0006866455078125
"402","dpz82e2",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6225,0.1694,307,0.0163,0.2418,0.3333,0.0261,0.0654,0.3171,43.6562347412109,-79.4304656982422,0.0006866455078125,0.0006866455078125
"403","dpz82e3",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.6579,0.3462,26,0,0.0769,0.2308,0.0385,0,0.6538,43.6562347412109,-79.4290924072266,0.0006866455078125,0.0006866455078125
"404","dpz82e4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9092,0.1887,106,0,0.0472,0.6038,0.0472,0,0.3018,43.6548614501953,-79.4277191162109,0.0006866455078125,0.0006866455078125
"405","dpz82e5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3081,0.0077,3890,0.0254,0.2041,0.1586,0.0435,0.0463,0.5221,43.6548614501953,-79.4263458251953,0.0006866455078125,0.0006866455078125
"406","dpz82e6",2009,"11",2010-05-20,5859,1005,2,10.5,0,9.8,NA,NA,0.9229,0.106,302,0.0234,0.194,0.2943,0.0401,0.0502,0.398,43.6562347412109,-79.4277191162109,0.0006866455078125,0.0006866455078125
"407","dpz82e7",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.251,0.0766,222,0,0.1946,0.1629,0.0769,0.0679,0.4977,43.6562347412109,-79.4263458251953,0.0006866455078125,0.0006866455078125
"408","dpz82e8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.4653,0.2297,357,0.0113,0.255,0.3088,0.0312,0.0708,0.3229,43.6576080322266,-79.4304656982422,0.0006866455078125,0.0006866455078125
"409","dpz82e9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9281,0.087,23,0,0.087,0.2609,0.0435,0,0.6086,43.6576080322266,-79.4290924072266,0.0006866455078125,0.0006866455078125
"410","dpz82eb",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5463,0.0727,399,0.0101,0.2532,0.1468,0.0278,0.0532,0.5089,43.6589813232422,-79.4304656982422,0.0006866455078125,0.0006866455078125
"411","dpz82ec",NA,NA,2010-05-20,6818,1574,NA,NA,NA,NA,NA,NA,0.4915,0.0138,435,0.0508,0.2009,0.1917,0.0254,0.0647,0.4665,43.6589813232422,-79.4290924072266,0.0006866455078125,0.0006866455078125
"412","dpz82ed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.4344,0.0051,3340,0.0212,0.1893,0.1775,0.0478,0.0478,0.5164,43.6576080322266,-79.4277191162109,0.0006866455078125,0.0006866455078125
"413","dpz82ee",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.7714,0.0667,15,0.0714,0.2143,0,0,0,0.7143,43.6576080322266,-79.4263458251953,0.0006866455078125,0.0006866455078125
"414","dpz82ef",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8248,0.0488,82,0.0122,0.2317,0.1829,0.0488,0.061,0.4634,43.6589813232422,-79.4277191162109,0.0006866455078125,0.0006866455078125
"415","dpz82eg",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1361,0.2059,850,0.0274,0.292,0.1275,0.0358,0.0381,0.4792,43.6589813232422,-79.4263458251953,0.0006866455078125,0.0006866455078125
"416","dpz82eh",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.9957,0.026,77,0,0.1299,0.2078,0.1299,0.026,0.5064,43.6548614501953,-79.4249725341797,0.0006866455078125,0.0006866455078125
"417","dpz82ej",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.9058,0.3143,35,0.0571,0.0571,0.2286,0,0.0857,0.5715,43.6548614501953,-79.4235992431641,0.0006866455078125,0.0006866455078125
"418","dpz82ek",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.8751,0.1854,712,0.0128,0.2099,0.2156,0.0369,0.0454,0.4794,43.6562347412109,-79.4249725341797,0.0006866455078125,0.0006866455078125
